id,text,speciesist_label,category,species_context,paired_id,source_type
s134,The lot was graded and assigned a quality score before slaughter.,speciesist,deindividuation,cattle,n134,synthetic
n134,The individual cows were reduced to a single quality number before being killed.,non_speciesist,accurate_language,cattle,s134,synthetic
s135,The cohort of lambs showed uniform growth curves across the trial period.,speciesist,deindividuation,sheep,n135,synthetic
n135,Each lamb grew at a similar rate during the experiment before they were all killed.,non_speciesist,accurate_language,sheep,s135,synthetic
s136,The standing crop of fish in the pond was estimated at 5000 kg per hectare.,speciesist,deindividuation,fish,n136,synthetic
n136,Thousands of individual fish were packed into the pond at densities that caused chronic stress.,non_speciesist,accurate_language,fish,s136,synthetic
s137,The egg production data showed 320 eggs per hen housed per year.,speciesist,deindividuation,chickens,n137,synthetic
n137,"Each hen was forced to produce 320 eggs a year, far beyond what her body could naturally sustain.",non_speciesist,agency_language,chickens,s137,synthetic
s138,The goose flock was processed in a single day at the seasonal facility.,speciesist,deindividuation,geese,n138,synthetic
n138,Every individual goose was killed on the same day at the slaughterhouse.,non_speciesist,accurate_language,geese,s138,synthetic
s139,The excess dairy calves were collected for the bobby calf trade.,speciesist,euphemism,cattle,n139,synthetic
n139,The newborn calves who were unwanted by the dairy industry were taken to be killed at days old.,non_speciesist,accurate_language,cattle,s139,synthetic
s140,The birds were depopulated using approved methods following the disease outbreak.,speciesist,euphemism,chickens,n140,synthetic
n140,Millions of chickens were killed by gassing or suffocation after the disease was detected.,non_speciesist,accurate_language,chickens,s140,synthetic
s141,The animals were humanely euthanized at the end of the study.,speciesist,euphemism,mixed,n141,synthetic
n141,The healthy animals were killed because the experiment was over.,non_speciesist,accurate_language,mixed,s141,synthetic
s142,The downer cow was dispatched on site using a captive bolt.,speciesist,euphemism,cattle,n142,synthetic
n142,The cow who could no longer stand was shot in the head on the slaughterhouse floor.,non_speciesist,accurate_language,cattle,s142,synthetic
s143,The piglets were processed for tail docking and castration at three days.,speciesist,euphemism,pigs,n143,synthetic
n143,The three-day-old piglets had their tails cut off and were castrated without pain relief.,non_speciesist,accurate_language,pigs,s143,synthetic
s144,The free-range turkeys were collected for seasonal processing.,speciesist,euphemism,turkeys,n144,synthetic
n144,"The turkeys were grabbed, shackled upside down, and had their throats cut before the holiday.",non_speciesist,accurate_language,turkeys,s144,synthetic
s145,Beak conditioning was performed on the chicks at the hatchery.,speciesist,euphemism,chickens,n145,synthetic
n145,The tips of the chicks beaks were burned off with a hot blade at the hatchery.,non_speciesist,accurate_language,chickens,s145,synthetic
s146,The spent breeding ewes were turned off to the works.,speciesist,euphemism,sheep,n146,synthetic
n146,The mother sheep who were no longer breeding fast enough were sent to the slaughterhouse.,non_speciesist,accurate_language,sheep,s146,synthetic
s147,The rabbit kits were weaned and grown out to harvest weight.,speciesist,euphemism,rabbits,n147,synthetic
n147,The baby rabbits were taken from their mothers and fattened until old enough to be killed.,non_speciesist,accurate_language,rabbits,s147,synthetic
s148,The duck flock was put through the processing line in a single shift.,speciesist,euphemism,ducks,n148,synthetic
n148,All the ducks were killed on the slaughter line during one work shift.,non_speciesist,accurate_language,ducks,s148,synthetic
s149,The farrowing house was climate-controlled for optimal sow comfort.,speciesist,industry_normalization,pigs,n149,synthetic
n149,The mother pigs were locked in metal crates in a windowless building.,non_speciesist,accurate_language,pigs,s149,synthetic
s150,The modern poultry house featured automated feeding and environmental controls.,speciesist,industry_normalization,chickens,n150,synthetic
n150,The chickens were confined in an automated warehouse where they never saw daylight.,non_speciesist,accurate_language,chickens,s150,synthetic
s151,The finishing barn provided a controlled environment for optimal growth.,speciesist,industry_normalization,pigs,n151,synthetic
n151,The pigs were crowded in a concrete building with slatted floors above their own waste.,non_speciesist,accurate_language,pigs,s151,synthetic
s152,The aquaculture pen system used net enclosures in the sheltered bay.,speciesist,industry_normalization,fish,n152,synthetic
n152,Thousands of salmon were confined in nets in the ocean where disease spread rapidly.,non_speciesist,accurate_language,fish,s152,synthetic
s153,The milking parlour featured robotic systems for efficient herd management.,speciesist,industry_normalization,cattle,n153,synthetic
n153,"The cows were milked by machines multiple times daily, their bodies treated as milk-producing equipment.",non_speciesist,accurate_language,cattle,s153,synthetic
s154,The wool industry provided sustainable fiber through managed sheep farming.,speciesist,industry_normalization,sheep,n154,synthetic
n154,Sheep were bred to grow unnaturally heavy fleeces that caused them to overheat and suffer.,non_speciesist,accurate_language,sheep,s154,synthetic
s155,The integrated poultry company managed operations from hatchery to retail.,speciesist,industry_normalization,chickens,n155,synthetic
n155,"The corporation controlled the entire process of breeding, confining, killing, and selling chickens.",non_speciesist,accurate_language,chickens,s155,synthetic
s156,The rabbit hutch system provided individual housing for the breeding does.,speciesist,industry_normalization,rabbits,n156,synthetic
n156,Each mother rabbit was confined alone in a wire cage too small to hop or stretch.,non_speciesist,accurate_language,rabbits,s156,synthetic
s157,The goat dairy operated a rotary parlour for efficient twice-daily milking.,speciesist,industry_normalization,goats,n157,synthetic
n157,The goats were milked twice a day by machines while their kids were taken from them.,non_speciesist,accurate_language,goats,s157,synthetic
s158,The duck farm maintained biosecurity protocols across all production sheds.,speciesist,industry_normalization,ducks,n158,synthetic
n158,The ducks were confined indoors their entire lives never allowed to swim or forage.,non_speciesist,accurate_language,ducks,s158,synthetic
s159,The turkey displayed species-typical pecking behavior.,speciesist,deindividuation,turkeys,n159,synthetic
n159,"The turkey was curious and playful, approaching visitors with interest.",non_speciesist,agency_language,turkeys,s159,synthetic
s160,The rabbit specimen showed reduced locomotion in the cage environment.,speciesist,deindividuation,rabbits,n160,synthetic
n160,"The rabbit was depressed, barely moving in the tiny cage that denied her every natural instinct.",non_speciesist,agency_language,rabbits,s160,synthetic
s161,The duck breed was selected for rapid growth and feed conversion.,speciesist,objectification,ducks,n161,synthetic
n161,The ducks were bred to grow so fast their legs could not support their own weight.,non_speciesist,agency_language,ducks,s161,synthetic
s162,The geese exhibited seasonal migratory restlessness in captivity.,speciesist,deindividuation,geese,n162,synthetic
n162,The captive geese desperately wanted to fly south but could not escape their enclosure.,non_speciesist,agency_language,geese,s162,synthetic
s163,The sheep showed flight response when handlers entered the pen.,speciesist,deindividuation,sheep,n163,synthetic
n163,The sheep were terrified when humans entered because every previous encounter had meant pain.,non_speciesist,agency_language,sheep,s163,synthetic
s164,The calf showed normal suckling reflex when presented with the artificial teat.,speciesist,industry_normalization,cattle,n164,synthetic
n164,The calf desperately tried to nurse from the rubber teat because her mother had been taken away.,non_speciesist,agency_language,cattle,s164,synthetic
s165,The cat displayed territorial marking behavior in the shelter environment.,speciesist,property_framing,cats,n165,synthetic
n165,The cat was stressed and anxious in the unfamiliar shelter trying to create some sense of home.,non_speciesist,agency_language,cats,s165,synthetic
